Company,Month,Revenue,Expenses,Profit
Scott-Serrano,2010-08,46867.59,35229.05,11638.539999999994
Cohen-Duran,1971-02,83800.74,63420.78,20379.960000000006
Buckley-Alexander,1974-10,11923.41,10152.95,1770.4599999999991
Mack Group,2003-11,15935.49,10094.4,5841.09
"Mendoza, Hines and Olson",2022-06,35501.01,18203.91,17297.100000000002
Clements and Sons,2007-11,44268.74,14124.08,30144.659999999996
Curtis Inc,2010-03,16150.66,15199.49,951.1700000000001
Ward-Mcclain,2005-03,50021.53,30859.89,19161.64
"Lee, Kelly and Gomez",1977-09,89070.44,69984.02,19086.42
Arnold Inc,1976-09,40263.94,30646.01,9617.930000000004
Lewis LLC,1983-01,23190.82,20446.95,2743.869999999999
"Reed, Marshall and Williamson",1999-07,89114.32,22413.08,66701.24
Mendoza-Anderson,1987-02,94188.78,54739.12,39449.659999999996
Burns-Jackson,2007-11,33140.12,31283.44,1856.680000000004
Howard Group,2001-04,95638.31,78507.72,17130.589999999997
Fowler-Carlson,1986-06,21861.48,14920.85,6940.629999999999
Chung Group,2004-09,50478.31,47400.08,3078.229999999996
"Thompson, Fisher and Diaz",1976-04,60796.3,15790.23,45006.07000000001
Evans Inc,1982-06,80739.99,41011.6,39728.39000000001
Mccann-Wheeler,1989-08,66263.98,42211.22,24052.759999999995
Crawford-Rhodes,1982-09,54794.66,31429.36,23365.300000000003
Zhang Inc,1982-08,86294.3,76483.52,9810.779999999999
Wade and Sons,1971-08,22662.36,11101.41,11560.95
Craig and Sons,2016-06,41783.14,14640.38,27142.760000000002
Lopez PLC,1996-07,66651.04,21030.57,45620.469999999994
Sanchez Inc,2000-10,72689.19,61691.72,10997.470000000001
Anderson and Sons,1989-08,72348.65,39113.6,33235.049999999996
Dennis Inc,1988-10,77141.8,57112.27,20029.530000000006
Brown PLC,2016-07,65294.84,63863.63,1431.2099999999991
Bruce-Salazar,1984-05,35420.16,20126.62,15293.540000000005
Mcclain and Sons,1971-12,22747.75,17442.63,5305.119999999999
"Lopez, Copeland and Anderson",2013-06,29941.15,23882.14,6059.010000000002
Miller LLC,1979-09,12489.12,10784.91,1704.210000000001
"Hancock, Hines and Burgess",1998-03,82256.51,43879.48,38377.02999999999
"Perez, Jenkins and Kelley",1994-04,93268.86,20941.06,72327.8
"Alexander, Young and Wright",2022-04,61683.3,48888.89,12794.410000000003
Morris PLC,2004-10,72874.35,51694.15,21180.200000000004
Porter-Wright,1988-04,92346.4,34353.14,57993.259999999995
Hernandez Group,1986-04,59910.7,37196.61,22714.089999999997
"Hayden, Adams and Richard",1986-08,85221.87,24547.3,60674.56999999999
Williams-Gross,2017-06,62579.66,44923.71,17655.950000000004
Smith-Mccullough,1988-09,87405.47,80067.13,7338.3399999999965
"Garcia, Collins and Miller",2020-09,42895.69,27092.29,15803.400000000001
Alexander Inc,2003-07,73276.83,67948.21,5328.619999999995
Martinez-Young,1973-02,74905.69,11708.02,63197.67
Bradley and Sons,1985-10,45269.84,38354.48,6915.359999999993
"Brown, Figueroa and Howard",1977-07,53395.83,38791.78,14604.050000000003
"Dudley, Peterson and Townsend",2012-06,94539.52,32645.83,61893.69
Hernandez Inc,1988-09,41585.27,36561.51,5023.759999999995
Walter LLC,2008-07,39833.85,33347.23,6486.619999999995
Wilson-Jones,2002-04,57322.55,46406.42,10916.130000000005
"Lee, Harris and Cummings",1973-01,90332.19,36692.35,53639.840000000004
"King, Ramirez and Smith",2009-04,70967.26,56764.23,14203.029999999992
Boyer Inc,1980-11,16501.86,16102.99,398.8700000000008
"Brown, Cruz and Gibson",1983-06,69554.03,19900.31,49653.72
Randolph LLC,1989-12,29971.31,21577.56,8393.75
Brown-Smith,2005-02,57110.95,40762.16,16348.789999999994
Madden Ltd,1976-04,82533.82,36771.04,45762.780000000006
Suarez-Evans,1997-07,59380.27,43613.54,15766.729999999996
Lee-Smith,2017-08,88087.13,23343.52,64743.61
Lane-Fisher,1991-08,79726.44,69063.38,10663.059999999998
Moreno-Johnson,2019-05,51325.04,32825.9,18499.14
"Mayer, King and Hunter",1981-08,25075.54,18081.92,6993.620000000003
Benson Group,2007-08,56652.68,28771.53,27881.15
"Taylor, Clark and Mullins",1971-12,49141.68,30822.99,18318.69
Henderson-Phillips,2004-01,28116.3,19913.92,8202.380000000001
Dillon-Gregory,2003-06,91112.76,19227.97,71884.79
"Mccann, Terry and Garrett",1999-01,66254.92,36036.25,30218.67
Bush-Murray,1979-08,14926.72,10180.05,4746.67
Hess Inc,1995-05,50729.34,39847.04,10882.299999999996
"Potts, Nelson and Waller",2008-11,34978.85,11677.18,23301.67
Jones-Martin,2003-11,73064.6,42971.0,30093.600000000006
Salazar-Allen,1991-10,58380.51,54213.19,4167.32
Johns-Contreras,2012-04,19426.81,11470.93,7955.880000000001
Turner-Jenkins,1996-03,98014.29,57359.7,40654.59
"Colon, Gibson and Gonzalez",1993-10,16680.27,14780.9,1899.3700000000008
White-Rice,1980-12,39978.74,36175.46,3803.279999999999
"Thornton, Williams and Sellers",1985-02,47251.45,30848.19,16403.26
Hardin Group,2008-11,79475.64,65662.47,13813.169999999998
Wallace LLC,2017-05,15557.69,10510.52,5047.17
"Lopez, Mitchell and Johnson",1995-05,87945.07,57042.66,30902.410000000003
Morales Group,1974-03,60306.63,21103.09,39203.53999999999
Smith and Sons,2013-07,91125.99,44988.97,46137.020000000004
Murray-Sandoval,2007-03,74217.65,34035.35,40182.299999999996
Summers Group,1998-05,79558.32,41103.1,38455.22000000001
"Montgomery, Fisher and Santos",1986-11,50912.35,15432.54,35479.81
Nash Inc,1977-11,11290.4,10551.43,738.9699999999993
Valenzuela-Williams,1990-08,64944.12,40726.92,24217.200000000004
Adams-Turner,2019-07,54523.72,15643.91,38879.81
"Blair, Wise and Cain",1993-09,71070.54,18009.28,53061.259999999995
"Adams, Ayala and Martinez",1972-11,29466.9,17509.26,11957.640000000003
Wilson-Ramirez,2001-06,84280.85,48140.18,36140.670000000006
"Dominguez, English and Jones",2017-03,77361.86,63372.23,13989.629999999997
Watts-Smith,2009-07,22733.55,16274.64,6458.91
"Miller, Powell and Barber",1987-04,11625.11,11205.17,419.9400000000005
Jackson PLC,2002-05,36468.92,31003.71,5465.209999999999
"Mccarthy, Gibson and Brown",2003-02,85340.18,32121.6,53218.579999999994
Evans-Harper,2009-12,73655.55,71282.14,2373.4100000000035
Bond Inc,2017-08,76108.51,23661.98,52446.53
Matthews-Smith,1979-09,70049.63,39697.04,30352.590000000004
Harris-Johnson,2014-03,43118.01,22951.99,20166.02
Bryant-Yang,2011-09,61584.38,14421.3,47163.08
Rivera-Phillips,2004-02,24524.55,22851.71,1672.8400000000001
Berg Inc,2021-08,15889.49,15559.22,330.27000000000044
"Hart, Herring and Obrien",1975-10,10958.39,10468.14,490.25
Little-Perry,2015-03,27771.76,15157.86,12613.899999999998
Wilson and Sons,2012-02,35580.84,13842.6,21738.239999999998
Larson-Reyes,1972-02,34476.17,15446.03,19030.14
"Hampton, Walker and Cruz",1978-06,11823.75,11558.57,265.1800000000003
Mccoy Group,1988-06,49381.15,17259.85,32121.300000000003
Henderson and Sons,1974-09,20348.24,11154.83,9193.410000000002
"Williams, Williams and Mclaughlin",1991-03,47010.55,14336.27,32674.280000000002
"Nichols, Mcdonald and Freeman",2003-12,68274.33,40710.93,27563.4
"Costa, Webb and Maxwell",1993-02,27583.59,18158.61,9424.98
Johnson-Chavez,2022-09,44531.92,30225.75,14306.169999999998
Esparza-Winters,1971-03,38112.61,14699.33,23413.28
Johnson and Sons,2011-04,83079.82,46231.55,36848.270000000004
Golden Inc,1993-02,79407.93,28239.69,51168.23999999999
Warren-Williams,2003-07,78059.41,16264.31,61795.100000000006
Sanchez-Lopez,1989-11,66916.56,33761.09,33155.47
Kelly Group,1995-03,75625.52,20884.96,54740.560000000005
"Gallagher, Hines and Hamilton",1979-09,24082.73,17336.31,6746.419999999998
"Rogers, Brewer and Gaines",2008-06,37338.99,33306.01,4032.979999999996
Bennett Group,2008-07,73822.09,62495.49,11326.599999999999
Griffin-Miller,2020-03,84810.12,79971.63,4838.489999999991
Mahoney and Sons,1977-09,13702.83,13271.15,431.6800000000003
Harris and Sons,1985-05,37224.22,31579.67,5644.550000000003
"Garcia, Duncan and Henry",1972-01,30349.76,20423.03,9926.73
Shea Inc,1971-01,24274.23,19426.68,4847.549999999999
Ross-Barnes,1979-02,54730.37,51274.93,3455.4400000000023
Porter-Riley,2022-12,87845.94,84377.76,3468.1800000000076
Smith Inc,1990-07,89151.34,18123.79,71027.54999999999
Petty Inc,1975-11,27228.08,10551.91,16676.170000000002
"Jordan, Thompson and Black",1983-01,50443.49,21903.32,28540.17
Cook Inc,2015-12,95899.31,74109.81,21789.5
Myers-Sheppard,1979-09,69503.83,31536.55,37967.28
Wright Group,2014-03,99489.66,94044.23,5445.430000000008
Brooks-Brown,1990-12,40217.16,39693.47,523.6900000000023
Allen Ltd,1979-05,70113.39,39299.42,30813.97
"Delacruz, Rivera and Wall",1990-05,13233.82,11997.64,1236.1800000000003
Cole-Bradley,1974-01,47288.16,46185.88,1102.280000000006
Ibarra Group,1971-11,67595.47,11104.88,56490.590000000004
"Hart, Hull and Mitchell",1991-12,10102.85,10019.27,83.57999999999993
Ramirez Inc,1972-07,37448.08,18438.37,19009.710000000003
Thomas PLC,1978-02,57420.99,26347.57,31073.42
Evans Ltd,2019-02,87684.3,64865.2,22819.100000000006
"Sutton, Gonzalez and Callahan",1985-11,69314.01,45159.01,24154.999999999993
Miller Inc,2022-08,92896.3,56898.66,35997.64
Smith and Sons,1973-02,86853.41,27017.77,59835.64
Fernandez Group,1996-11,59215.41,54734.85,4480.560000000005
"Davis, Sherman and Scott",1990-09,50812.96,21528.42,29284.54
Merritt-Ellis,1997-01,57446.31,25769.62,31676.69
Davis PLC,1989-08,18414.32,11649.87,6764.449999999999
"Parker, Clark and Crane",1988-05,33001.93,18856.38,14145.55
Stevens-Richardson,2001-04,69212.25,41792.92,27419.33
Jones-Edwards,2006-05,80189.83,56987.89,23201.940000000002
Lowe Group,2009-08,35010.3,26201.86,8808.440000000002
Allen-Phillips,2019-07,40847.54,32982.75,7864.790000000001
Norris PLC,1989-05,95662.97,86128.4,9534.570000000007
Adams-Bird,1988-04,45040.84,24367.62,20673.219999999998
"Santiago, Davidson and Roy",1984-08,74640.49,58032.55,16607.940000000002
Davis-Gamble,2023-06,30324.88,29283.26,1041.6200000000026
"Church, Wells and Frey",2017-05,15188.91,12107.9,3081.01
Roberts Ltd,1982-10,27605.49,11393.93,16211.560000000001
"Burgess, Hill and Robertson",2014-04,48279.85,20776.72,27503.129999999997
"Stewart, Brown and Murphy",2002-05,22503.4,16305.38,6198.020000000002
"Young, Morgan and Ibarra",2004-04,90924.06,72934.43,17989.630000000005
Patel-Watkins,1986-06,86712.2,26264.66,60447.53999999999
"Sanders, Morales and Lewis",1994-08,14346.84,13052.03,1294.8099999999995
Summers-Gordon,1978-06,18557.36,12255.1,6302.26
"Chung, Riddle and Gutierrez",2001-06,61903.84,19873.39,42030.45
Ayala-Walker,2022-12,92312.1,68900.07,23412.03
"Trevino, Meyer and Valencia",1970-03,70438.92,70240.87,198.0500000000029
Cervantes-Clarke,1997-11,27178.4,18357.41,8820.990000000002
Vega Ltd,1975-03,93876.0,71378.99,22497.009999999995
Bradley-Hernandez,2010-09,47861.97,43281.01,4580.959999999999
"Webster, Hardy and Roberts",1992-08,64360.97,39386.88,24974.090000000004
Bryant-Green,1996-06,33785.05,16662.07,17122.980000000003
Howard and Sons,1974-06,57476.02,16928.21,40547.81
"Williams, Morgan and Anderson",2013-04,36616.01,22543.99,14072.02
"Flynn, Patton and Johns",1970-02,42867.51,19901.81,22965.7
Wright and Sons,2010-05,38644.67,11178.91,27465.76
Harris-Barrera,1981-02,25973.78,15285.83,10687.949999999999
"Lee, Best and Bauer",2015-11,86587.57,54954.23,31633.340000000004
Williams-Hall,1978-11,64548.18,47933.45,16614.730000000003
Wells-Brown,2014-08,76196.78,17617.02,58579.759999999995
"Lopez, Brown and Hill",2018-10,50202.52,46465.64,3736.8799999999974
Jimenez PLC,2021-11,19097.13,14876.39,4220.740000000002
Blanchard and Sons,1997-06,61890.12,17486.63,44403.490000000005
"Jones, Wu and Wilson",2017-06,33728.67,27515.25,6213.419999999998
Cross and Sons,1995-07,71930.07,66920.9,5009.170000000013
"Gillespie, Allen and Obrien",2005-03,10783.56,10320.67,462.8899999999994
Ramsey-Lewis,2003-10,73280.98,32350.95,40930.03
"Diaz, Sosa and Ramirez",1979-12,73083.68,62041.18,11042.499999999993
Gordon-Phillips,2000-05,77646.5,66218.37,11428.130000000005
"Mcdowell, Russo and Reid",1989-07,31627.1,19928.47,11698.629999999997
"Smith, Stout and Ramsey",1975-01,93500.89,50807.72,42693.17
"Simmons, Myers and Smith",1987-04,49037.43,11106.96,37930.47
"Phillips, Sutton and Mccoy",1994-01,95760.59,33913.04,61847.549999999996
Morales-Neal,1988-12,66153.97,46797.68,19356.29
Black-Scott,2007-07,40348.2,16688.38,23659.819999999996
"Richard, Lopez and Dickson",1996-01,62768.18,33537.66,29230.519999999997
"Walker, Wilson and Gregory",2021-07,35781.38,26400.43,9380.949999999997
Guzman Inc,2001-03,80596.86,37916.13,42680.73
"Terrell, Goodwin and Nolan",2021-08,98169.71,97830.3,339.4100000000035
"Ochoa, Robbins and Myers",2000-09,59433.2,50322.35,9110.849999999999
Stephens-Lane,1976-12,70837.87,29027.11,41810.759999999995
Jackson Inc,1974-03,55516.09,17993.75,37522.34
Tucker Group,2019-12,72017.08,37882.37,34134.71
Stokes PLC,2008-07,70999.24,54576.36,16422.880000000005
Hudson LLC,1988-12,45091.0,41194.64,3896.3600000000006
"Caldwell, Tran and Choi",1995-08,35691.84,31677.9,4013.939999999995
Carpenter-Perez,2020-01,29053.83,23346.56,5707.27
Acosta-Sims,1995-06,15717.03,12751.26,2965.7700000000004
"Gomez, Adkins and Bartlett",1999-06,27644.33,21875.87,5768.460000000003
"Spencer, Holder and Miller",1970-01,61833.46,41139.14,20694.32
"Garza, Walker and Ross",2010-05,60738.96,33016.15,27722.809999999998
Sawyer Group,1976-05,37750.99,19606.44,18144.55
Bowen-Harris,2020-09,79986.38,10539.1,69447.28
Franklin LLC,1980-08,94355.67,60881.77,33473.9
Ortega-Thompson,1974-10,10190.81,10157.97,32.840000000000146
Carter-Morales,1985-06,22691.32,21492.6,1198.7200000000012
Lambert and Sons,1983-09,12431.33,11297.27,1134.0599999999995
Smith LLC,2020-08,82982.2,63051.13,19931.07
"Goodman, Roth and Curry",1991-11,26914.68,16677.78,10236.900000000001
Hall Ltd,2009-04,70249.2,67669.41,2579.7899999999936
"Carey, Russell and Le",2022-07,25905.46,24230.51,1674.9500000000007
Hodges-Davis,2017-12,57648.75,27375.4,30273.35
Hudson-Torres,1982-10,41626.26,10605.19,31021.07
Cooke and Sons,1990-10,26613.56,12214.19,14399.37
"Leach, Hill and Jenkins",1977-01,52494.15,24035.75,28458.4
Ellis LLC,1981-10,69105.87,42408.3,26697.569999999992
Larson-Contreras,1990-12,80342.03,13761.83,66580.2
Walters Group,2018-10,53496.95,26654.29,26842.659999999996
Sharp-Miller,2017-02,24071.81,16296.89,7774.920000000002
Frye-Odonnell,2019-09,61132.45,53148.75,7983.699999999997
Bell Ltd,2009-12,59797.16,18310.57,41486.590000000004
Alvarez-Reyes,1995-06,38912.92,36461.59,2451.3300000000017
Smith-Austin,1988-07,67672.72,40142.23,27530.489999999998
Smith-Hodge,1984-11,96395.55,84720.39,11675.160000000003
Hunter Ltd,1976-12,78346.81,56082.98,22263.829999999994
Solis-Franco,1994-08,15128.62,11320.63,3807.9900000000016
Cruz Inc,2004-07,59156.85,26489.77,32667.079999999998
Patterson-Mcguire,2006-12,63939.74,11436.98,52502.759999999995
Weaver-Johnson,1998-06,16612.43,14789.77,1822.6599999999999
Johnson-Cervantes,1980-05,96883.29,21234.02,75649.26999999999
Horn LLC,2004-10,21497.04,19895.49,1601.5499999999993
Lewis Ltd,2021-10,14771.36,13156.91,1614.4500000000007
Nichols-Brown,1978-08,55618.22,49937.25,5680.970000000001
Phillips Inc,1973-09,91389.11,90165.64,1223.4700000000012
Moore-Wheeler,2012-10,20600.5,19552.21,1048.2900000000009
Allen Ltd,2005-04,96161.05,95422.81,738.2400000000052
"Craig, Rose and Schwartz",1974-08,58272.45,56066.55,2205.899999999994
Hunter-Allen,1986-01,10141.75,10007.53,134.21999999999935
Elliott Inc,1990-12,51204.77,24597.45,26607.319999999996
"Hanna, Wilson and Lambert",1977-07,11445.31,10177.57,1267.7399999999998
Smith Group,2003-05,83477.71,28843.11,54634.600000000006
"Taylor, Hicks and Rhodes",2023-04,34714.31,29550.11,5164.199999999997
Gonzalez and Sons,1989-09,39944.64,27627.64,12317.0
"Swanson, Bowman and Coffey",1985-01,33109.51,20946.2,12163.310000000001
Boone-Alvarado,1974-07,84996.16,63759.24,21236.920000000006
Davis-Moore,1973-01,41862.4,19972.1,21890.300000000003
Riley-Martin,2019-07,72158.84,34893.53,37265.31
"Chen, Bridges and Allen",2021-07,34301.54,22506.49,11795.05
"Farley, Lopez and Fernandez",1979-04,89282.69,22540.66,66742.03
Maldonado LLC,1986-07,78338.86,24432.61,53906.25
Burgess PLC,1986-05,70055.53,61736.19,8319.339999999997
Combs-Perez,2003-05,15411.12,12923.04,2488.08
Bates Group,2007-12,42800.12,18057.39,24742.730000000003
"Bailey, Cohen and Barrett",2008-11,60086.42,56741.07,3345.3499999999985
Miranda and Sons,2024-01,16619.29,12973.78,3645.51
"Lang, Ellis and Bowers",2023-01,48013.07,20363.07,27650.0
Brown-Thompson,1986-07,80063.74,74479.47,5584.270000000004
Mason-Jordan,1990-07,29018.3,14536.74,14481.56
"Thomas, Davidson and Wall",2022-06,51780.01,49641.93,2138.0800000000017
"Potter, Eaton and Foster",2015-02,30417.66,12063.12,18354.54
Wagner and Sons,1996-02,23506.29,11229.86,12276.43
Wallace LLC,2003-05,65339.7,34280.21,31059.489999999998
Buckley Ltd,2023-08,18205.64,15505.95,2699.6899999999987
"Diaz, Chung and West",1975-06,24763.96,18605.59,6158.369999999999
Wood and Sons,2023-06,81011.78,36291.98,44719.799999999996
Smith-Shaw,2006-01,52447.99,24176.28,28271.71
Herrera Group,1979-05,66975.99,58686.09,8289.900000000009
"Reynolds, Reed and Ayala",2008-09,35545.1,14528.71,21016.39
"Rogers, Ross and Daniel",2019-10,66097.53,42117.15,23980.379999999997
White LLC,1989-04,44693.39,19163.1,25530.29
"Beck, Bryant and Larsen",1989-01,49724.0,28121.86,21602.14
Davis-Taylor,1981-08,50070.01,34017.38,16052.630000000005
Burke-Blackwell,1993-03,75501.02,38431.6,37069.420000000006
"Archer, Garcia and Perry",2018-12,50209.42,43301.47,6907.949999999997
"Stewart, Soto and Arias",2022-09,73064.21,42655.63,30408.58000000001
Pierce and Sons,2005-11,23338.01,21549.15,1788.859999999997
Hanson-Andrews,2021-08,19755.41,11239.46,8515.95
"Kelley, Clark and Wolfe",1976-10,30186.28,24586.29,5599.989999999998
Delacruz Group,2009-10,14929.12,14793.92,135.20000000000073
"Gonzalez, Smith and Allen",1987-01,47581.56,42353.47,5228.0899999999965
Floyd PLC,1970-01,51414.03,47952.72,3461.3099999999977
"Ward, Jimenez and Parsons",1975-04,41311.25,11019.8,30291.45
"Williams, Owens and Harris",1974-01,28348.74,18010.34,10338.400000000001
"Morrison, Ryan and Hudson",1996-10,72599.86,31324.32,41275.54
Reed-Vang,1971-09,71410.85,19033.25,52377.600000000006
Hardin-Chung,2002-07,42553.3,31605.94,10947.360000000004
Miller-Jackson,1985-01,48899.59,21140.13,27759.459999999995
Glover Ltd,2008-06,39887.25,29892.9,9994.349999999999
Wagner Inc,2011-11,24387.49,11219.72,13167.770000000002
"Key, Morrow and Webb",1976-09,95921.18,46262.99,49658.189999999995
Gibson PLC,2004-03,93930.21,54011.96,39918.25000000001
Dawson-Price,1998-11,19713.44,14652.02,5061.419999999998
"Riggs, Morgan and Mitchell",2011-04,35240.29,27115.5,8124.790000000001
"Morris, Alvarez and Duran",1973-07,60105.0,17269.33,42835.67
Bradley Ltd,1975-05,73870.28,32447.76,41422.520000000004
Daniels-Henderson,2005-06,77402.21,45315.97,32086.240000000005
Anderson Group,1993-07,26362.02,25485.52,876.5
Sanchez Ltd,2006-10,35722.8,17203.66,18519.140000000003
"Hayes, Harris and Vance",1996-07,46612.42,34851.21,11761.21
"Nelson, Leach and Kirk",2004-01,34205.98,13275.79,20930.190000000002
Gilbert and Sons,1991-09,64684.26,57435.05,7249.209999999999
Jennings-Wu,2011-08,16749.1,13377.75,3371.3499999999985
Woods PLC,2021-01,64765.01,57961.23,6803.779999999999
Harris Group,1999-06,98465.73,48207.24,50258.49
"Marks, Marshall and Edwards",1990-12,83014.06,60126.85,22887.21
